womparl,lnmmrt,country,year,quota,lngdp
15.83333,3.091043,Chile,2015,0,10.0229
4.5,4.7706852,Colombia,1990,0,8.9271173
10.2,4.7874918,Colombia,1991,0,8.9309835
10.2,4.7706852,Colombia,1992,0,8.9618673
10.2,4.7361979,Colombia,1993,0,8.9675074
10.8,4.6913481,Colombia,1994,0,9.0070143
10.8,4.6539602,Colombia,1995,0,9.0410757
10.8,4.6347289,Colombia,1996,0,9.0453424
11.7,4.5849681,Colombia,1997,0,9.0635176
11.8,4.59512,Colombia,1998,0,9.0540819
11.8,4.5849681,Colombia,1999,0,8.9963264
11.8,4.5747108,Colombia,2000,0,9.0250006
11.8,4.5538769,Colombia,2001,0,9.0272675
12,4.532599,Colombia,2002,0,9.0378609
12,4.488636,Colombia,2003,0,9.0624495
12,4.4188399,Colombia,2004,0,9.1009264
12.1,4.3820271,Colombia,2005,0,9.1338615
8.3999996,4.3438048,Colombia,2006,0,9.1860619
8.3999996,4.3174882,Colombia,2007,0,9.2405739
8.3999996,4.2904601,Colombia,2008,0,9.2636213
8.3999996,4.2904601,Colombia,2009,0,9.2686062
12.7,4.2766662,Colombia,2010,0,9.2965641
12.1,4.234107,Colombia,2011,0,9.3497963
12.1,4.1896548,Colombia,2012,0,9.3792591
12.1,4.2046928,Colombia,2013,0,9.4170532
19.9,4.1896548,Colombia,2014,0,9.450614
19.87952,4.1588831,Colombia,2015,0,9.4715796
14.3,6.401917,"Congo, Rep.",1990,0,8.5448895
6.5,6.4101748,"Congo, Rep.",1991,0,8.5413513
6.5,6.4167318,"Congo, Rep.",1992,0,8.5398903
1.6,6.4216218,"Congo, Rep.",1993,0,8.5026894
1.6,6.4409471,"Congo, Rep.",1994,0,8.4186382
1.6,6.4520488,"Congo, Rep.",1995,0,8.4299145
1.6,6.470799,"Congo, Rep.",1996,0,8.4437571
1.6,6.4815769,"Congo, Rep.",1997,0,8.4089861
12,6.4785089,"Congo, Rep.",1998,0,8.4170694
12,6.4876838,"Congo, Rep.",1999,0,8.3624849
12,6.4815769,"Congo, Rep.",2000,0,8.4074116
12,6.4876838,"Congo, Rep.",2001,0,8.4171896
8.5,6.4846349,"Congo, Rep.",2002,0,8.4348059
8.5,6.4630289,"Congo, Rep.",2003,0,8.415308
8.5,6.43294,"Congo, Rep.",2004,0,8.4205227
8.5,6.3902411,"Congo, Rep.",2005,0,8.4644117
8.5,6.3543701,"Congo, Rep.",2006,0,8.4920673
7.3000002,6.3189678,"Congo, Rep.",2007,0,8.4418688
7.3000002,6.2859979,"Congo, Rep.",2008,0,8.461688
7.3000002,6.2633982,"Congo, Rep.",2009,0,8.5006714
7.3000002,6.2324481,"Congo, Rep.",2010,0,8.5537844
7.3000002,6.2025361,"Congo, Rep.",2011,0,8.5590935
7.4000001,6.180017,"Congo, Rep.",2012,0,8.5700073
7.4000001,6.1506028,"Congo, Rep.",2013,0,8.578681
7.4000001,6.1136818,"Congo, Rep.",2014,0,8.6193981
7.352941,6.09131,"Congo, Rep.",2015,0,8.6202717
10.5,3.7612,Costa Rica,1990,0,8.9602318
12.3,3.806663,Costa Rica,1991,0,8.9602232
12.3,3.7612,Costa Rica,1992,0,9.0227652
12.3,3.713572,Costa Rica,1993,0,9.0659189
14,3.7612,Costa Rica,1994,0,9.0847826
14,3.7841899,Costa Rica,1995,0,9.1005955
14,3.7841899,Costa Rica,1996,0,9.0887508
15.8,3.7376699,Costa Rica,1997,0,9.1192789
19.299999,3.6635621,Costa Rica,1998,0,9.1638556
19.299999,3.688879,Costa Rica,1999,0,9.1811676
19.299999,3.6375861,Costa Rica,2000,0,9.1980944
19.299999,3.583519,Costa Rica,2001,0,9.2143898
35.099998,3.610918,Costa Rica,2002,0,9.230299
35.099998,3.583519,Costa Rica,2003,0,9.2566433
35.099998,3.4657359,Costa Rica,2004,0,9.2844028
35.099998,3.4339869,Costa Rica,2005,0,9.3079643
38.599998,3.4965079,Costa Rica,2006,0,9.363595
36.799999,3.367296,Costa Rica,2007,0,9.4281254
36.799999,3.401197,Costa Rica,2008,0,9.4599266
36.799999,3.4657359,Costa Rica,2009,0,9.4369965
38.599998,3.367296,Costa Rica,2010,0,9.4727039
38.599998,3.3322051,Costa Rica,2011,0,9.5028028
38.599998,3.2958369,Costa Rica,2012,0,9.538064
38.599998,3.258096,Costa Rica,2013,0,9.5493298
33.299999,3.258096,Costa Rica,2014,0,9.5744305
33.333328,3.2188759,Costa Rica,2015,0,9.6100693
5.6999998,6.6133838,Cote d'Ivoire,1990,0,8.0689545
4.5999999,6.6080012,Cote d'Ivoire,1991,0,8.033947
4.5999999,6.6080012,Cote d'Ivoire,1992,0,7.9964771
4.5999999,6.6240649,Cote d'Ivoire,1993,0,7.9602218
4.5999999,6.6080012,Cote d'Ivoire,1994,0,7.93503
8.3000002,6.5666718,Cote d'Ivoire,1995,0,7.9719138
8.3000002,6.5308781,Cote d'Ivoire,1996,0,8.0155926
8,6.5132298,Cote d'Ivoire,1997,0,8.0227289
8,6.5191469,Cote d'Ivoire,1998,0,8.04286
8,6.5132298,Cote d'Ivoire,1999,0,8.0330744
8.5,6.508769,Cote d'Ivoire,2000,0,7.988749
8.5,6.5191469,Cote d'Ivoire,2001,0,7.9689932
8.5,6.526495,Cote d'Ivoire,2002,0,7.9332042
8.5,6.5510802,Cote d'Ivoire,2003,0,7.9016619
8.5,6.5861721,Cote d'Ivoire,2004,0,7.8960562
8.5,6.6093488,Cote d'Ivoire,2005,0,7.894485
8.5,6.6133838,Cote d'Ivoire,2006,0,7.8899202
8.8999996,6.6133838,Cote d'Ivoire,2007,0,7.8869572
8.8999996,6.6133838,Cote d'Ivoire,2008,0,7.8907089
8.8999996,6.5957799,Cote d'Ivoire,2009,0,7.9004722
8.8999996,6.5750761,Cote d'Ivoire,2010,0,7.8973918
11,6.5722818,Cote d'Ivoire,2011,0,7.8286042
10.4,6.5722818,Cote d'Ivoire,2012,0,7.905581
10.4,6.5337892,Cote d'Ivoire,2013,0,7.9654942
9.3999996,6.4997869,Cote d'Ivoire,2014,0,8.0243826
9.1633463,6.4692502,Cote d'Ivoire,2015,0,8.0838261
33.900002,4.0604429,Cuba,1990,0,
33.900002,4.077538,Cuba,1991,0,
33.900002,4.0943451,Cuba,1992,0,
22.799999,4.0604429,Cuba,1993,0,
22.799999,4.0430508,Cuba,1994,0,
22.799999,4.0073328,Cuba,1995,0,
22.799999,3.9512441,Cuba,1996,0,
22.799999,3.89182,Cuba,1997,0,
27.6,3.89182,Cuba,1998,0,
27.6,3.7841899,Cuba,1999,0,
27.6,3.7612,Cuba,2000,0,
27.6,3.713572,Cuba,2001,0,
27.6,3.6635621,Cuba,2002,0,
36,3.6635621,Cuba,2003,0,
36,3.688879,Cuba,2004,0,
36,3.713572,Cuba,2005,0,
36,3.6375861,Cuba,2006,0,
36,3.688879,Cuba,2007,0,
43.200001,3.7376699,Cuba,2008,0,
43.200001,3.7612,Cuba,2009,0,
43.200001,3.7841899,Cuba,2010,0,
45.200001,3.7612,Cuba,2011,0,
45.200001,3.713572,Cuba,2012,0,
48.900002,3.713572,Cuba,2013,0,
48.900002,3.688879,Cuba,2014,0,
48.856209,3.6635621,Cuba,2015,0,
1.8,2.772589,Cyprus,1990,0,10.05624
5.4000001,2.70805,Cyprus,1991,0,10.03772
5.4000001,2.8332131,Cyprus,1992,0,10.10096
3.5999999,2.6390569,Cyprus,1993,0,10.08378
3.5999999,2.8332131,Cyprus,1994,0,10.12043
3.5999999,2.8332131,Cyprus,1995,0,10.18358
5.4000001,2.564949,Cyprus,1996,0,10.18089
5.4000001,2.6390569,Cyprus,1997,0,10.19204
5.4000001,2.6390569,Cyprus,1998,0,10.23081
5.4000001,2.6390569,Cyprus,1999,0,10.26678
7.0999999,2.70805,Cyprus,2000,0,10.31181
10.7,2.1972251,Cyprus,2001,0,10.3364
10.7,2.3025849,Cyprus,2002,0,10.35837
10.7,2.1972251,Cyprus,2003,0,10.37067
16.1,2.1972251,Cyprus,2004,0,10.40199
16.1,2.4849069,Cyprus,2005,0,10.42415
14.3,2.1972251,Cyprus,2006,0,10.45158
14.3,2.079442,Cyprus,2007,0,10.47737
14.3,2.079442,Cyprus,2008,0,10.49017
12.5,2.079442,Cyprus,2009,0,10.44544
12.5,2.079442,Cyprus,2010,0,10.43238
10.7,1.94591,Cyprus,2011,0,10.41008
10.7,1.94591,Cyprus,2012,0,10.36378
10.7,1.94591,Cyprus,2013,0,10.30493
12.5,1.94591,Cyprus,2014,0,10.3018
12.5,1.94591,Cyprus,2015,0,10.32709
30.700001,2.3978951,Denmark,1990,0,10.42779
33,2.3978951,Denmark,1991,0,10.43904
33,2.3978951,Denmark,1992,0,10.45511
33,2.3978951,Denmark,1993,0,10.45189
33,2.3978951,Denmark,1994,0,10.50046
33,2.3978951,Denmark,1995,0,10.52508
33,2.3978951,Denmark,1996,0,10.54801
33,2.3978951,Denmark,1997,0,10.57594
37.400002,2.1972251,Denmark,1998,0,10.59425
37.400002,2.3025849,Denmark,1999,0,10.61999
37.400002,2.1972251,Denmark,2000,0,10.65343
38,2.1972251,Denmark,2001,0,10.65805
38,2.1972251,Denmark,2002,0,10.65951
38,2.1972251,Denmark,2003,0,10.66068
38,2.1972251,Denmark,2004,0,10.68443
36.900002,2.079442,Denmark,2005,0,10.70477
36.900002,2.079442,Denmark,2006,0,10.73987
38,2.079442,Denmark,2007,0,10.74448
38,2.079442,Denmark,2008,0,10.73347
38,2.079442,Denmark,2009,0,10.67781
38,1.94591,Denmark,2010,0,10.69191
39.099998,2.079442,Denmark,2011,0,10.70107
39.099998,1.94591,Denmark,2012,0,10.69957
39.099998,1.94591,Denmark,2013,0,10.70469
39.099998,1.94591,Denmark,2014,0,10.71568
37.988831,1.791759,Denmark,2015,0,10.72456
0,6.2480431,Djibouti,1990,0,8.0396957
0,6.212606,Djibouti,1991,0,7.968503
0,6.1675172,Djibouti,1992,0,7.954885
0,6.144186,Djibouti,1993,0,7.8808041
0,6.1290498,Djibouti,1994,0,7.8651471
0,6.1136818,Djibouti,1995,0,7.816834
0,6.098074,Djibouti,1996,0,7.7539392
0,6.0614572,Djibouti,1997,0,7.719974
0,6.0402551,Djibouti,1998,0,7.691658
0,6.0161572,Djibouti,1999,0,7.6849852
0,5.9939609,Djibouti,2000,0,7.6644702
0,5.9814138,Djibouti,2001,0,7.6638789
0,5.9454212,Djibouti,2002,1,7.6714568
10.8,5.9162021,Djibouti,2003,1,7.6864829
10.8,5.8777361,Djibouti,2004,1,7.7081618
10.8,5.831882,Djibouti,2005,1,7.7232752
10.8,5.7990928,Djibouti,2006,1,7.7537541
13.8,5.771441,Djibouti,2007,1,7.7870622
13.8,5.7333412,Djibouti,2008,1,7.8268609
13.8,5.6698809,Djibouti,2009,1,7.8592048
13.8,5.6167712,Djibouti,2010,1,7.8765302
13.8,5.5834961,Djibouti,2011,1,7.903007
13.8,5.5490761,Djibouti,2012,1,7.9328389
12.7,5.493062,Djibouti,2013,1,7.9641891
12.7,5.46806,Djibouti,2014,1,8.0053473
12.72727,5.433722,Djibouti,2015,1,8.0517464
7.5,5.2882671,Dominican Republic,1990,0,8.5692358
11.7,5.3423338,Dominican Republic,1991,0,8.559062
11.7,5.267858,Dominican Republic,1992,0,8.6397038
11.7,5.2781148,Dominican Republic,1993,0,8.690486
11.7,5.1984968,Dominican Republic,1994,0,8.6948261
11.7,5.2882671,Dominican Republic,1995,0,8.7304897
11.7,5.2470241,Dominican Republic,1996,0,8.7822046
11.7,5.2257471,Dominican Republic,1997,0,8.8426104
16.1,5.141664,Dominican Republic,1998,0,8.8942184
16.1,4.5643482,Dominican Republic,1999,0,8.9433403
16.1,4.3694482,Dominican Republic,2000,0,8.9826498
16.1,4.3174882,Dominican Republic,2001,0,8.9849939
17.299999,4.1896548,Dominican Republic,2002,0,9.0258417
17.299999,4.234107,Dominican Republic,2003,0,9.0080833
17.299999,4.3438048,Dominican Republic,2004,0,9.0061493
17.299999,4.1588831,Dominican Republic,2005,0,9.08006
19.700001,4.70048,Dominican Republic,2006,0,9.1670752
19.700001,4.3944492,Dominican Republic,2007,0,9.2364988
19.700001,4.4426508,Dominican Republic,2008,0,9.2542791
19.700001,4.6539602,Dominican Republic,2009,0,9.2501698
20.799999,4.3174882,Dominican Republic,2010,0,9.3168182
20.799999,4.7449322,Dominican Republic,2011,0,9.3344059
20.799999,4.1271338,Dominican Republic,2012,0,9.3492918
20.799999,4.6634388,Dominican Republic,2013,0,9.3832569
20.799999,4.5849681,Dominican Republic,2014,0,9.4445496
20.76503,4.5217891,Dominican Republic,2015,0,9.5008831
4.5,5.220356,Ecuador,1990,0,8.9189215
7.5,5.1984968,Ecuador,1991,0,8.9374466
6,5.1474938,Ecuador,1992,0,8.9352484
6,5.0998659,Ecuador,1993,0,8.9321127
4.5,4.9904332,Ecuador,1994,0,8.951663
4.5,4.8751969,Ecuador,1995,0,8.9523716
3.7,4.820282,Ecuador,1996,0,8.9485321
3.7,4.70048,Ecuador,1997,0,8.9704399
17.4,4.7535901,Ecuador,1998,0,8.982748
17.4,4.7095299,Ecuador,1999,0,8.9150743
14.6,4.6347289,Ecuador,2000,0,8.9075603
14.6,4.5849681,Ecuador,2001,0,8.9293365
16,4.510859,Ecuador,2002,0,8.952569
16,4.3944492,Ecuador,2003,0,8.9629288
16,4.3174882,Ecuador,2004,0,9.0254192
16,4.3040652,Ecuador,2005,0,9.06042
25,4.2626801,Ecuador,2006,0,9.0867462
25,4.2195082,Ecuador,2007,0,9.0915155
25,4.2195082,Ecuador,2008,0,9.1362486
32.299999,4.2766662,Ecuador,2009,0,9.1251698
32.299999,4.3174882,Ecuador,2010,0,9.1433821
32.299999,4.356709,Ecuador,2011,0,9.2030039
32.299999,4.3040652,Ecuador,2012,0,9.2420502
38.700001,4.2484951,Ecuador,2013,0,9.274766
41.599998,4.1896548,Ecuador,2014,0,9.296648
41.605839,4.1588831,Ecuador,2015,0,9.2825804
11.7,5.0562458,El Salvador,1990,0,8.4184303
8.3000002,4.9628448,El Salvador,1991,0,8.4400225
8.3000002,4.9416418,El Salvador,1992,0,8.4990101
8.3000002,4.9272542,El Salvador,1993,0,8.5565672
10.7,4.9052749,El Salvador,1994,0,8.6024332
10.7,4.7706852,El Salvador,1995,0,8.6525745
10.7,4.7184992,El Salvador,1996,0,8.6587067
15.5,4.7095299,El Salvador,1997,0,8.6904984
16.700001,4.6051698,El Salvador,1998,0,8.7184439
16.700001,4.4773369,El Salvador,1999,0,8.7443419
9.5,4.4308171,El Salvador,2000,0,8.7583818
9.5,4.4543471,El Salvador,2001,0,8.7688141
9.5,4.2766662,El Salvador,2002,0,8.7861547
10.7,4.234107,El Salvador,2003,0,8.8036509
10.7,4.234107,El Salvador,2004,0,8.8171024
10.7,4.2195082,El Salvador,2005,0,8.8474255
16.700001,4.2046928,El Salvador,2006,0,8.8812447
16.700001,4.1271338,El Salvador,2007,0,8.9144754
16.700001,4.077538,El Salvador,2008,0,8.9227343
19,4.1431351,El Salvador,2009,0,8.8864965
19,4.077538,El Salvador,2010,0,8.8956118
19,4.0943451,El Salvador,2011,0,8.9130163
26.200001,4.0430508,El Salvador,2012,0,8.9270306
26.200001,4.0073328,El Salvador,2013,0,8.9405928
27.4,3.9889841,El Salvador,2014,0,8.949893
32.14286,3.9889841,El Salvador,2015,0,8.9676514
13.3,7.177783,Equatorial Guinea,1990,0,6.907259
13.3,7.1623969,Equatorial Guinea,1991,0,6.8652158
13.3,7.1388669,Equatorial Guinea,1992,0,7.131001
7.5,7.114769,Equatorial Guinea,1993,0,7.2022538
7.5,7.0647588,Equatorial Guinea,1994,0,7.3219008
7.5,6.9565449,Equatorial Guinea,1995,0,7.4473009
7.5,6.8554091,Equatorial Guinea,1996,0,7.9204202
8.8000002,6.7753658,Equatorial Guinea,1997,0,8.7979746
8.8000002,6.706862,Equatorial Guinea,1998,0,8.9716005
5,6.6214061,Equatorial Guinea,1999,0,9.1598072
5,6.5539341,Equatorial Guinea,2000,0,9.2866287
5,6.4907241,Equatorial Guinea,2001,0,9.7369604
5,6.4150972,Equatorial Guinea,2002,0,9.873992
5,6.3350539,Equatorial Guinea,2003,0,9.9631758
18,6.259582,Equatorial Guinea,2004,0,10.24268
18,6.180017,Equatorial Guinea,2005,0,10.35367
18,6.1092482,Equatorial Guinea,2006,0,10.38284
18,6.05444,Equatorial Guinea,2007,0,10.47928
6,6.0112672,Equatorial Guinea,2008,0,10.59703
10,5.968708,Equatorial Guinea,2009,0,10.56458
10,5.9375358,Equatorial Guinea,2010,0,10.42595
10,5.8971539,Equatorial Guinea,2011,0,10.44474
10,5.8888779,Equatorial Guinea,2012,0,10.481
12.1,5.8749309,Equatorial Guinea,2013,0,10.39623
24,5.860786,Equatorial Guinea,2014,0,10.35909
24,5.8348112,Equatorial Guinea,2015,0,10.22458
31.5,1.791759,Finland,1990,0,10.27179
39,1.791759,Finland,1991,0,10.20536
39,1.791759,Finland,1992,0,10.16593
39,1.6094379,Finland,1993,0,10.15372
39,1.6094379,Finland,1994,0,10.18805
33.5,1.6094379,Finland,1995,0,10.22544
33.5,1.6094379,Finland,1996,0,10.2581
33.5,1.6094379,Finland,1997,0,10.31576
33.5,1.6094379,Finland,1998,0,10.36597
37,1.6094379,Finland,1999,0,10.40713
36.5,1.6094379,Finland,2000,0,10.45988
36.5,1.386294,Finland,2001,0,10.48308
36.5,1.386294,Finland,2002,0,10.49732
37.5,1.386294,Finland,2003,0,10.51468
37.5,1.386294,Finland,2004,0,10.55028
37.5,1.386294,Finland,2005,0,10.57428
38,1.386294,Finland,2006,0,10.61019
41.5,1.386294,Finland,2007,0,10.65649
41.5,1.098612,Finland,2008,0,10.65901
40,1.098612,Finland,2009,0,10.56792
40,1.098612,Finland,2010,0,10.59283
42.5,1.098612,Finland,2011,0,10.61358
42.5,1.098612,Finland,2012,0,10.59446
42.5,1.098612,Finland,2013,0,10.58224
42.5,1.098612,Finland,2014,0,10.57177
41.5,1.098612,Finland,2015,0,10.56982
6.9000001,2.70805,France,1990,0,10.29309
6.9000001,2.70805,France,1991,0,10.30264
6.9000001,2.70805,France,1992,0,10.31353
6.4000001,2.70805,France,1993,0,10.30306
6.4000001,2.6390569,France,1994,0,10.32252
6.4000001,2.70805,France,1995,0,10.33954
6.4000001,2.6390569,France,1996,0,10.34978
10.9,2.564949,France,1997,0,10.36935
10.9,2.564949,France,1998,0,10.40061
10.9,2.4849069,France,1999,0,10.42897
10.9,2.4849069,France,2000,0,10.46014
10.9,2.4849069,France,2001,0,10.47222
12.1,2.3978951,France,2002,0,10.47607
12.2,2.3978951,France,2003,0,10.47714
12.2,2.3025849,France,2004,0,10.49726
12.2,2.3025849,France,2005,0,10.50567
12.2,2.3025849,France,2006,0,10.52217
18.200001,2.3025849,France,2007,0,10.53933
18.200001,2.3025849,France,2008,0,10.53569
18.9,2.3025849,France,2009,0,10.50069
18.9,2.1972251,France,2010,0,10.51521
18.9,2.1972251,France,2011,0,10.53096
26.9,2.1972251,France,2012,0,10.52794
26.9,2.1972251,France,2013,0,10.52854
26.200001,2.1972251,France,2014,0,10.53293
26.16984,2.079442,France,2015,0,10.53916
13.3,6.0450048,Gabon,1990,0,9.8782072
5.9000001,6.035481,Gabon,1991,0,9.9105864
5.9000001,6.0185928,Gabon,1992,0,9.8525152
5.9000001,6.0112672,Gabon,1993,0,9.8648691
5.9000001,6.0112672,Gabon,1994,0,9.8753347
5.9000001,6.0038872,Gabon,1995,0,9.8982553
8.3000002,5.9989371,Gabon,1996,0,9.9085398
8.3000002,5.9839358,Gabon,1997,0,9.9392242
8.3000002,5.9939609,Gabon,1998,0,9.9484272
8.3000002,5.9964519,Gabon,1999,0,9.8299408
9.1999998,6.0038872,Gabon,2000,0,9.7859707
9.1999998,5.9964519,Gabon,2001,0,9.7821217
9.1999998,5.9889612,Gabon,2002,0,9.7544765
9.1999998,5.9635792,Gabon,2003,0,9.7509708
9.1999998,5.9188938,Gabon,2004,0,9.7310553
9.1999998,5.9135032,Gabon,2005,0,9.7293348
12.5,5.9053621,Gabon,2006,0,9.6715689
16.700001,5.857933,Gabon,2007,0,9.6996813
16.700001,5.8141298,Gabon,2008,0,9.6348228
14.7,5.7899599,Gabon,2009,0,9.6038837
14.7,5.7745509,Gabon,2010,0,9.6392479
14.2,5.7589021,Gabon,2011,0,9.673667
15.8,5.749393,Gabon,2012,0,9.6902628
15.8,5.7301002,Gabon,2013,0,9.7112856
15,5.686975,Gabon,2014,0,9.7218733
14.16667,5.6733232,Gabon,2015,0,9.7313108
20.5,2.3978951,Germany,1990,0,10.35096
20.5,2.3978951,Germany,1991,0,10.39349
20.5,2.3025849,Germany,1992,0,10.40495
20.5,2.3025849,Germany,1993,0,10.38877
26.200001,2.1972251,Germany,1994,0,10.40957
26.200001,2.1972251,Germany,1995,0,10.42386
26.200001,2.1972251,Germany,1996,0,10.42911
26.200001,2.1972251,Germany,1997,0,10.44597
26.200001,2.079442,Germany,1998,0,10.46542
30.9,2.079442,Germany,1999,0,10.48445
30.9,2.079442,Germany,2000,0,10.51229
31.1,2.079442,Germany,2001,0,10.52742
32.200001,2.079442,Germany,2002,0,10.52574
32.200001,2.079442,Germany,2003,0,10.51806
32.799999,1.94591,Germany,2004,0,10.52991
31.799999,1.94591,Germany,2005,0,10.53752
31.6,1.94591,Germany,2006,0,10.57498
31.6,1.94591,Germany,2007,0,10.6084
32.200001,1.94591,Germany,2008,0,10.62107
32.799999,1.94591,Germany,2009,0,10.56577
32.799999,1.94591,Germany,2010,0,10.6073
32.900002,1.94591,Germany,2011,0,10.66178
32.900002,1.94591,Germany,2012,0,10.66481
36.5,1.791759,Germany,2013,0,10.66696
36.5,1.791759,Germany,2014,0,10.68191
36.450081,1.791759,Germany,2015,0,10.69053
6.6999998,1.6094379,Greece,1990,0,9.9372187
5.3000002,1.6094379,Greece,1991,0,9.9557447
4.6999998,1.6094379,Greece,1992,0,9.9550819
6,1.386294,Greece,1993,0,9.9330692
6,1.386294,Greece,1994,0,9.9478645
6,1.386294,Greece,1995,0,9.963973
6.3000002,1.386294,Greece,1996,0,9.9877853
6.3000002,1.386294,Greece,1997,0,10.02672
6.3000002,1.386294,Greece,1998,0,10.05939
6.3000002,1.386294,Greece,1999,0,10.08581
8.6999998,1.386294,Greece,2000,0,10.12017
8.6999998,1.098612,Greece,2001,0,10.15546
8.6999998,1.098612,Greece,2002,0,10.19027
8.6999998,1.098612,Greece,2003,0,10.24422
14,1.098612,Greece,2004,0,10.29111
13,1.098612,Greece,2005,0,10.29415
13,1.098612,Greece,2006,0,10.34613
14.7,1.098612,Greece,2007,0,10.3758
14.7,1.098612,Greece,2008,0,10.36979
17.299999,1.098612,Greece,2009,0,10.3232
17.299999,1.098612,Greece,2010,0,10.26556
18.700001,1.098612,Greece,2011,0,10.17127
21,1.098612,Greece,2012,0,10.10087
21,1.098612,Greece,2013,0,10.07517
21,1.098612,Greece,2014,0,10.0892
23,1.098612,Greece,2015,0,10.09288
13.3,3.713572,Grenada,1990,0,8.8875914
13.3,3.6375861,Grenada,1991,0,8.8995781
13.3,3.6375861,Grenada,1992,0,8.8833456
13.3,3.6635621,Grenada,1993,0,8.8522387
13.3,3.6375861,Grenada,1994,0,8.8579044
20,3.610918,Grenada,1995,0,8.8704615
20,3.4965079,Grenada,1996,0,8.9085054
20,3.401197,Grenada,1997,0,8.9542141
20,3.367296,Grenada,1998,0,9.0633984
26.700001,3.367296,Grenada,1999,0,9.1288881
26.700001,3.367296,Grenada,2000,0,9.1748676
26.700001,3.367296,Grenada,2001,0,9.1521597
26.700001,3.3322051,Grenada,2002,0,9.1834946
26.700001,3.2958369,Grenada,2003,0,9.2712297
26.700001,3.258096,Grenada,2004,0,9.2619934
26.700001,3.2188759,Grenada,2005,0,9.3837748
26.700001,3.2188759,Grenada,2006,0,9.3400221
26.700001,3.2188759,Grenada,2007,0,9.3962879
13.3,3.2188759,Grenada,2008,0,9.4024181
13.3,3.258096,Grenada,2009,0,9.3304749
13.3,3.2958369,Grenada,2010,0,9.321703
13.3,3.2958369,Grenada,2011,0,9.3255272
13.3,3.2958369,Grenada,2012,0,9.31005
33.299999,3.2958369,Grenada,2013,0,9.3292513
33.299999,3.2958369,Grenada,2014,0,9.3958626
33.333328,3.2958369,Grenada,2015,0,9.4539108
7,5.32301,Guatemala,1990,0,8.5371485
5.1999998,5.2882671,Guatemala,1991,0,8.5496635
5.1999998,5.252274,Guatemala,1992,0,8.5734367
5.1999998,5.2149358,Guatemala,1993,0,8.5885277
7.5,5.1817842,Guatemala,1994,0,8.6048393
12.5,5.1532922,Guatemala,1995,0,8.6301861
12.5,5.135798,Guatemala,1996,0,8.6367092
12.5,5.141664,Guatemala,1997,0,8.6570444
12.5,5.1647859,Guatemala,1998,0,8.6834421
7.0999999,5.187386,Guatemala,1999,0,8.6986599
8.8000002,5.1817842,Guatemala,2000,0,8.7112322
8.8000002,5.135798,Guatemala,2001,0,8.7110281
8.8000002,5.0562458,Guatemala,2002,0,8.7254372
8.1999998,4.9836068,Guatemala,2003,0,8.7268238
8.1999998,4.934474,Guatemala,2004,0,8.7344198
8.1999998,4.7874918,Guatemala,2005,0,8.7433968
8.1999998,4.7874918,Guatemala,2006,0,8.7730751
12,4.7706852,Guatemala,2007,0,8.8118229
12,4.7621741,Guatemala,2008,0,8.8220129
12,4.7449322,Guatemala,2009,0,8.8053751
12,4.6913481,Guatemala,2010,0,8.8119593
13.3,4.6347289,Guatemala,2011,0,8.8311996
13.3,4.6539602,Guatemala,2012,0,8.8391476
13.3,4.59512,Guatemala,2013,0,8.8543835
13.3,4.532599,Guatemala,2014,0,8.8745079
13.29114,4.4773369,Guatemala,2015,0,8.8946314
20,6.810143,Guinea-Bissau,1990,0,7.3612938
20,6.7765069,Guinea-Bissau,1991,0,7.3867602
20,6.7428808,Guinea-Bissau,1992,0,7.3732738
20,6.715384,Guinea-Bissau,1993,0,7.3701
10,6.6833611,Guinea-Bissau,1994,0,7.3789172
10,6.6592941,Guinea-Bissau,1995,0,7.401021
10,6.6554399,Guinea-Bissau,1996,0,7.491663
10,6.6541519,Guinea-Bissau,1997,0,7.5369639
10,6.6618552,Guinea-Bissau,1998,0,7.1901031
7.8000002,6.669498,Guinea-Bissau,1999,0,7.1830549
7.8000002,6.6846118,Guinea-Bissau,2000,0,7.2176929
7.8000002,6.6833611,Guinea-Bissau,2001,0,7.2200022
7.8000002,6.6758232,Guinea-Bissau,2002,0,7.1897879
7.8000002,6.652863,Guinea-Bissau,2003,0,7.174284
14,6.6133838,Guinea-Bissau,2004,0,7.1797061
14,6.5708828,Guinea-Bissau,2005,0,7.1991448
14,6.5206208,Guinea-Bissau,2006,0,7.1991901
14,6.466145,Guinea-Bissau,2007,0,7.2074461
10,6.4199948,Guinea-Bissau,2008,0,7.215178
10,6.3750248,Guinea-Bissau,2009,0,7.2233391
10,6.3456359,Guinea-Bissau,2010,0,7.2444859
10,6.3332801,Guinea-Bissau,2011,0,7.2966771
14,6.3153582,Guinea-Bissau,2012,0,7.253438
14,6.3171649,Guinea-Bissau,2013,0,7.259356
13.7,6.3153582,Guinea-Bissau,2014,0,7.24298
13.72549,6.3080978,Guinea-Bissau,2015,0,7.2768798
36.900002,5.141664,Guyana,1990,0,7.9526649
36.900002,5.135798,Guyana,1991,0,8.0094719
20,5.141664,Guyana,1992,0,8.0797176
20,5.1532922,Guyana,1993,0,8.1515312
20,5.2470241,Guyana,1994,0,8.2268991
20,5.32301,Guyana,1995,0,8.271678
20,5.375278,Guyana,1996,0,8.3468113
18.5,5.3890719,Guyana,1997,0,8.4089937
18.5,5.3659759,Guyana,1998,0,8.3951292
18.5,5.3612919,Guyana,1999,0,8.4279299
